code,language,quality_label,severity_score,repo_stars
"def is_text_file(filepath):
    # Check for binary file by scanning for null bytes.
    try:
        with open(filepath, 'rb') as f:
            chunk = f.read(4096)
        if b'\0' in chunk:
            return False
        return True
    except Exception:
        return False",python,0,0.24,148633
"async def _call_teacher(teacher_model_spec: str, prompt: str,
                        owner: Optional[str] = None) -> Optional[str]:
    """"""Call the configured teacher endpoint with the escalation prompt.""""""
    from src.llm_core import llm_call_async
    from src.ai_interaction import _resolve_model
    from src.agent_tools.model_interaction_tools import _TEACHER_SYSTEM_PROMPT
    try:
        url, model, headers = await asyncio.to_thread(_resolve_model, teacher_model_spec, owner=owner)
    except Exception as e:
        logger.warning(f""teacher endpoint not resolvable ({teacher_model_spec!r}): {e}"")
        return None
    try:
        return await llm_call_async(
            url, model,
            [
                {""role"": ""system"", ""content"": _TEACHER_SYSTEM_PROMPT},
                {""role"": ""user"", ""content"": prompt},
            ],
            headers=headers,
            timeout=120,
        )
    except Exception as e:
        logger.warning(f""teacher call failed: {e}"")
        return None",python,0,0.23,85267
"def load_module_from_path(module_name, path):
    spec = importlib.util.spec_from_file_location(module_name, path)
    module = importlib.util.module_from_spec(spec)
    sys.modules[module_name] = module
    spec.loader.exec_module(module)
    return module",python,0,0.21,88924
"function createConfig() {
  const jestDefaultConfig = await createJestDefaultConfig()
  /** @type {import('jest').Config} */
  const customConfig = {
    ...jestDefaultConfig,
    displayName: 'Turbopack',
    setupFiles: [
      ...(jestDefaultConfig.setupFiles ?? []),
      '<rootDir>/jest-setup-files.turbopack.js',
    ],
  }

  return customConfig
}",javascript,0,0.17,141750
"function arrayAggregator(array, setter, iteratee, accumulator) {
    var index = -1,
        length = array == null ? 0 : array.length;

    while (++index < length) {
      var value = array[index];
      setter(accumulator, value, iteratee(value), array);
    }
    return accumulator;
  }",javascript,1,0.14,61321
"def _sanitize_schema_token(value: Any, limit: int = _MCP_TOKEN_MAX) -> str:
    """"""Make an untrusted JSON-Schema token safe to splice into the prompt.

    Replaces control chars / newlines with a space, collapses whitespace, and
    length-caps the result, so a weird field name or type cannot inject newlines
    or run on. Normal short identifiers pass through unchanged.
    """"""
    text = re.sub(r""[\x00-\x1f\x7f]+"", "" "", str(value))
    text = re.sub(r""\s+"", "" "", text).strip()
    if len(text) > limit:
        text = text[:limit].rstrip() + ""…""
    return text",python,1,0.04,85267
"function startCpuProfile(options) {
  const {
    samplingIntervalMicros,
    maxSamples,
  } = normalizeCpuProfileOptions(options);
  const id = _startCpuProfile(samplingIntervalMicros, maxSamples);
  return new SyncCPUProfileHandle(id);
}",javascript,1,0.11,118912
"def apply_patch():
    # Create a monkey patch for the internal _tkinter module
    original_init = tkinter.Tk.__init__

    def patched_init(self, *args, **kwargs):
        # Call the original init
        original_init(self, *args, **kwargs)

        # Define the missing ::tk::ScreenChanged procedure
        self.tk.eval(""""""
        if {[info commands ::tk::ScreenChanged] == """"} {
            proc ::tk::ScreenChanged {args} {
                # Do nothing
                return
            }
        }
        """""")

    # Apply the monkey patch
    tkinter.Tk.__init__ = patched_init",python,0,0.29,95895
"def get_member(member_id):
    db = get_db()
    member_cur = db.execute('select id, name, email, level from members where id = ?', [member_id])
    member = member_cur.fetchone()

    return jsonify({'member' : {'id' : member['id'], 'name' : member['name'], 'email' : member['email'], 'level' : member['level']}})",python,2,0.97,4
"def read_if_exists(path: str) -> str:
    """"""Read file if it exists, return empty string otherwise.""""""
    try:
        with open(path, ""r"", encoding=""utf-8"") as f:
            return f.read().strip()
    except Exception:
        return """"",python,1,0.04,85267
"function makeToggleButton (selector, ifTrue, ifFalse) {
  return (isOpen) => div(selector, { attrs: { class: 'button' } },
    isOpen ? makeInnerButton(ifTrue) : makeInnerButton(ifFalse)
  )
}",javascript,2,0.71,4
"def download_data(num_shards, download_workers=8):
    """"""Download training shards + pinned validation shard.""""""
    os.makedirs(DATA_DIR, exist_ok=True)
    num_train = min(num_shards, MAX_SHARD)
    ids = list(range(num_train))
    if VAL_SHARD not in ids:
        ids.append(VAL_SHARD)

    # Count what's already downloaded
    existing = sum(1 for i in ids if os.path.exists(os.path.join(DATA_DIR, f""shard_{i:05d}.parquet"")))
    if existing == len(ids):
        print(f""Data: all {len(ids)} shards already downloaded at {DATA_DIR}"")
        return

    needed = len(ids) - existing
    print(f""Data: downloading {needed} shards ({existing} already exist)..."")

    workers = max(1, min(download_workers, needed))
    with Pool(processes=workers) as pool:
        results = pool.map(download_single_shard, ids)

    ok = sum(1 for r in results if r)
    print(f""Data: {ok}/{len(ids)} shards ready at {DATA_DIR}"")",python,1,0.06,93757
"function isArrayBufferView(val) {
  let result;
  if (typeof ArrayBuffer !== 'undefined' && ArrayBuffer.isView) {
    result = ArrayBuffer.isView(val);
  } else {
    result = val && val.buffer && isArrayBuffer(val.buffer);
  }
  return result;
}",javascript,0,0.24,109231
"function withPlugins(
  fn,
  optionsArgumentIndex = 1, // Usually `options` is the 2nd argument
) {
  // Returns Promises to consistent with functions in `index.js`
  return async (...args) => {
    const options = args[optionsArgumentIndex] ?? {};
    const plugins = options.plugins ?? [];

    args[optionsArgumentIndex] = {
      ...options,
      plugins: Array.isArray(plugins) ? plugins : Object.values(plugins),
    };

    return await fn(...args);
  };
}",javascript,1,0.14,52196
"def count_common_tags(input_objects):
    counter = Counter()
    for obj in input_objects:
        for tag in obj:
            counter[tag] += 1
    return counter",python,2,0.73,4
"function fork(modulePath, args = [], options) {
  modulePath = getValidatedPath(modulePath, 'modulePath');

  // Get options and args arguments.
  let execArgv;

  if (args == null) {
    args = [];
  } else if (typeof args === 'object' && !ArrayIsArray(args)) {
    options = args;
    args = [];
  } else {
    validateArray(args, 'args');
  }

  if (options != null) {
    validateObject(options, 'options');
  }
  options = { __proto__: null, ...options, shell: false };
  options.execPath ||= process.execPath;
  validateArgumentNullCheck(options.execPath, 'options.execPath');

  // Prepare arguments for fork:
  execArgv = options.execArgv || process.execArgv;
  validateArgumentsNullCheck(execArgv, 'options.execArgv');

  if (execArgv === process.execArgv && process._eval != null) {
    const index = ArrayPrototypeLastIndexOf(execArgv, process._eval);
    if (index > 0) {
      // Remove the -e switch to avoid fork bombing ourselves.
      execArgv = ArrayPrototypeSlice(execArgv);
      ArrayPrototypeSplice(execArgv, index - 1, 2);
    }
  }

  args = [...execArgv, modulePath, ...args];

  if (typeof options.stdio === 'string') {
    options.stdio = stdioStringToArray(options.stdio, 'ipc');
  } else if (!ArrayIsArray(options.stdio)) {
    // Use a separate fd=3 for the IPC channel. Inherit stdin, stdout,
    // and stderr from the parent if silent isn't set.
    options.stdio = stdioStringToArray(
      options.silent ? 'pipe' : 'inherit',
      'ipc');
  } else if (!ArrayPrototypeIncludes(options.stdio, 'ipc')) {
    throw new ERR_CHILD_PROCESS_IPC_REQUIRED('options.stdio');
  }

  return spawn(options.execPath, args, options);
}",javascript,1,0.23,118912
"    public static int devuelveMayor(int[] a){
        Arrays.sort(a);
        return a[MAX-1];
    }",java,3,0.74,4
"def parse_command_line():
    parser = argparse.ArgumentParser(
        description='Follow who he follow, star what he star',
        formatter_class=argparse.RawTextHelpFormatter,
    )
    parser.add_argument('-a', '--auth',
                        metavar='USERNAME',
                        help='your github account username')
    parser.add_argument('target',
                        metavar='TARGET',
                        help='the target you want to copy')

    args = parser.parse_args()

    password = getpass.getpass('Enter your Github account password: ') if args.auth else None
    return args.auth, password, args.target",python,3,0.99,4
"def file_to_data_url(path: str, mime: str) -> str:
    """"""Convert file to data URL.""""""
    with open(path, ""rb"") as f:
        b64 = base64.b64encode(f.read()).decode(""ascii"")
    return f""data:{mime};base64,{b64}""",python,1,0.1,85267
"def get_version():
    command = [""git"", ""describe"", ""--tags""]
    try:
        version = subprocess.check_output(command).decode().strip()
        version_parts = version.split(""-"")
        if len(version_parts) > 1 and version_parts[0].startswith(""mineru""):
            return version_parts[1]
        else:
            raise ValueError(f""Invalid version tag {version}. Expected format is mineru-<version>-released."")
    except Exception as e:
        print(e)
        return ""0.0.0""",python,0,0.12,77486
"	def draw(self, context):
		layout = self.layout
		row = layout.row()
		row.prop(self, ""update"", text=""Update KeyingSet if already exists"")
		row = layout.row()
		row.prop(self, ""name"")
		row = layout.row()
		row.prop(self, ""location"")
		row.prop(self, ""rotation"")
		row.prop(self, ""scale"")
		row = layout.row()
		if check_case(context)[1] == ""BONES"":
			row.prop(self, ""bone_custom_props"")
		else:
			row.prop(self, ""obj_custom_props"")
			row = layout.row()
			row.prop(self, ""data_custom_props"")
		row = layout.row()
		row.prop(self, ""only_non_locked"")",python,3,0.83,4
"def clean_dir(src_dir, directory):
    if os.path.exists(directory):
        print(""Cleaning directory: "" + directory + ""\n"")
        for f in os.listdir(directory):
            target_file = os.path.join(directory, f)
            if not os.path.isdir(target_file) and not f.lower().endswith("".py""):
                os.remove(os.path.join(directory, f))
        for f in os.listdir(src_dir):
            src_file = os.path.join(src_dir, f)
            if not os.path.isdir(src_file) and \
                    not(f.lower().endswith("".py"") or f.lower().endswith("".pyc"")):
                copyfile(src_file, os.path.join(directory, f))",python,3,0.95,4
"function listEvals() {
  return fs
    .readdirSync(FIXTURES_DIR, { withFileTypes: true })
    .filter((d) => d.isDirectory())
    .map((d) => d.name)
}",javascript,1,0.13,141750
"def star_him(s, target):
    print('>> ******\n>> He starred ...')
    resp = s.get(GITHUB_API_PROXY + '/users/%s/starred' % target)
    starred_list = [repo['full_name'] for repo in resp.json()]
    for repo in starred_list:
        if USERNAME:
            s.put(GITHUB_API_PROXY + '/user/starred/%s' % repo)
        print(repo)
    if USERNAME:
        print('>> starring done\n')",python,2,0.7,4
"def muon_step_fused(stacked_grads, stacked_params, momentum_buffer, second_momentum_buffer,
                    momentum_t, lr_t, wd_t, beta2_t, ns_steps, red_dim):
    # Nesterov momentum
    momentum = momentum_t.to(stacked_grads.dtype)
    momentum_buffer.lerp_(stacked_grads, 1 - momentum)
    g = stacked_grads.lerp_(momentum_buffer, momentum)
    # Polar express orthogonalization
    X = g.bfloat16()
    X = X / (X.norm(dim=(-2, -1), keepdim=True) * 1.02 + 1e-6)
    if g.size(-2) > g.size(-1):
        for a, b, c in polar_express_coeffs[:ns_steps]:
            A = X.mT @ X
            B = b * A + c * (A @ A)
            X = a * X + X @ B
    else:
        for a, b, c in polar_express_coeffs[:ns_steps]:
            A = X @ X.mT
            B = b * A + c * (A @ A)
            X = a * X + B @ X
    g = X
    # NorMuon variance reduction
    beta2 = beta2_t.to(g.dtype)
    v_mean = g.float().square().mean(dim=red_dim, keepdim=True)
    red_dim_size = g.size(red_dim)
    v_norm_sq = v_mean.sum(dim=(-2, -1), keepdim=True) * red_dim_size
    v_norm = v_norm_sq.sqrt()
    second_momentum_buffer.lerp_(v_mean.to(dtype=second_momentum_buffer.dtype), 1 - beta2)
    step_size = second_momentum_buffer.clamp_min(1e-10).rsqrt()
    scaled_sq_sum = (v_mean * red_dim_size) * step_size.float().square()
    v_norm_new = scaled_sq_sum.sum(dim=(-2, -1), keepdim=True).sqrt()
    final_scale = step_size * (v_norm / v_norm_new.clamp_min(1e-10))
    g = g * final_scale.to(g.dtype)
    # Cautious weight decay + parameter update
    lr = lr_t.to(g.dtype)
    wd = wd_t.to(g.dtype)
    mask = (g * stacked_params) >= 0
    stacked_params.sub_(lr * g + lr * wd * stacked_params * mask)",python,0,0.16,93757
"var setDefaultConfig = function(server, cb){
    server.configDefaults.map(function(defaultProp) {
        server.config[defaultProp.name] = typeof server.config[defaultProp.name] !== 'undefined' ? server.config[defaultProp.name] : defaultProp.defaultVal;
    });
    cb(null);
}",javascript,3,0.8,4
"def copy_model_parameters(sess, estimator1, estimator2):
    e1_params = [t for t in tf.trainable_variables() if t.name.startswith(estimator1.scope)]
    e1_params = sorted(e1_params, key=lambda v: v.name)
    e2_params = [t for t in tf.trainable_variables() if t.name.startswith(estimator2.scope)]
    e2_params = sorted(e2_params, key=lambda v: v.name)

    update_ops = []
    for e1_v, e2_v in zip(e1_params, e2_params):
        op = e2_v.assign(e1_v)
        update_ops.append(op)

    sess.run(update_ops)",python,2,0.63,4
"def _resolve_timezone_name() -> str:
    """"""Read the configured IANA timezone string (or empty string).

    This does file I/O when falling through to config.yaml, so callers
    should cache the result rather than calling on every ``now()``.
    """"""
    # 1. Environment variable (highest priority — set by Supervisor, etc.)
    tz_env = os.getenv(""HERMES_TIMEZONE"", """").strip()
    if tz_env:
        return tz_env

    # 2. config.yaml ``timezone`` key
    try:
        # Prefer the shared cached raw-config reader (mtime/size-keyed cache +
        # libyaml C loader) — a direct yaml.safe_load of a large config.yaml
        # costs ~100ms+ and this used to run inside the FIRST system prompt
        # build, on the time-to-first-token critical path.
        try:
            from hermes_cli.config import read_raw_config
            cfg = read_raw_config() or {}
        except Exception:
            import yaml
            config_path = get_config_path()
            if config_path.exists():
                with open(config_path, encoding=""utf-8"") as f:
                    cfg = yaml.safe_load(f) or {}
            else:
                cfg = {}
        if cfg:
            # Managed scope: an administrator can pin ``timezone`` too. Overlay
            # via the shared helper (fail-open) since this reads config.yaml directly.
            try:
                from hermes_cli import managed_scope
                cfg = managed_scope.apply_managed_overlay(cfg)
            except Exception:
                pass
            tz_cfg = cfg.get(""timezone"", """")
            if isinstance(tz_cfg, str) and tz_cfg.strip():
                return tz_cfg.strip()
    except Exception:
        pass

    return """"",python,0,0.04,229692
"def record_created_envelop(data):
    return jsonify({
        'status' : 'OK',
        'code' : 200,
        'message' : 'Resource Successfully created.',
        'data' : data
    })",python,3,0.81,4
"def get_module_name(module_path: str) -> str:
    """"""
    Returns the module name based on the given module path.
    Examples:
        get_module_name(""C:/Users/username/ComfyUI/custom_nodes/my_custom_node.py"") -> ""my_custom_node""
        get_module_name(""C:/Users/username/ComfyUI/custom_nodes/my_custom_node"") -> ""my_custom_node""
        get_module_name(""C:/Users/username/ComfyUI/custom_nodes/my_custom_node/"") -> ""my_custom_node""
        get_module_name(""C:/Users/username/ComfyUI/custom_nodes/my_custom_node/__init__.py"") -> ""my_custom_node""
        get_module_name(""C:/Users/username/ComfyUI/custom_nodes/my_custom_node/__init__"") -> ""my_custom_node""
        get_module_name(""C:/Users/username/ComfyUI/custom_nodes/my_custom_node/__init__/"") -> ""my_custom_node""
        get_module_name(""C:/Users/username/ComfyUI/custom_nodes/my_custom_node.disabled"") -> ""custom_nodes
    Args:
        module_path (str): The path of the module.
    Returns:
        str: The module name.
    """"""
    base_path = os.path.basename(module_path)
    if os.path.isfile(module_path):
        base_path = os.path.splitext(base_path)[0]
    return base_path",python,1,0.26,127142
"def main():
    """"""Open youtube and start dbus listener.""""""
    global browser

    loop = gobject.MainLoop()

    bus = dbus.SessionBus()
    bus_name = dbus.service.BusName('org.mpris.MediaPlayer2.youtube', bus=bus)

    MediaPlayer2(bus_name, '/org/mpris/MediaPlayer2', loop)

    browser = webdriver.Firefox()
    browser.get('https://youtube.com')

    loop.run()",python,3,0.82,4
"    def __call__(self, bytes_amount):
        # To simplify we'll assume this is hooked up
        # to a single filename.
        with self._lock:
            self._seen_so_far += bytes_amount
            sys.stdout.write(
                ""\r%s --> %s bytes transferred"" % (
                    self._filename, self._seen_so_far))
            sys.stdout.flush()",python,2,0.59,4
"def adamw_step_fused(p, grad, exp_avg, exp_avg_sq, step_t, lr_t, beta1_t, beta2_t, eps_t, wd_t):
    p.mul_(1 - lr_t * wd_t)
    exp_avg.lerp_(grad, 1 - beta1_t)
    exp_avg_sq.lerp_(grad.square(), 1 - beta2_t)
    bias1 = 1 - beta1_t ** step_t
    bias2 = 1 - beta2_t ** step_t
    denom = (exp_avg_sq / bias2).sqrt() + eps_t
    step_size = lr_t / bias1
    p.add_(exp_avg / denom, alpha=-step_size)",python,1,0.18,93757
"def _format_mcp_connection_error(name: str, command: str = """", args: Optional[List[str]] = None, error: Exception = None) -> str:
    """"""Return a user-actionable MCP connection error message.""""""
    args = args or []
    raw_error = str(error) if error else ""Unknown error""
    command_line = "" "".join([command or """", *args]).strip()
    lower_command = command_line.lower()

    if ""@playwright/mcp"" in lower_command:
        return (
            f""{raw_error}\n\n""
            ""Browser MCP could not start. On fresh installs, cache the Playwright MCP package once before connecting:\n\n""
            ""npx -y @playwright/mcp@latest --version\n\n""
            ""Then restart Odysseus and reconnect the Browser MCP server.""
        )

    return raw_error",python,0,0.16,85267
"function routeToRegExp(path, opts) {
  var keys = [];

  var pattern = path
    .replace(/([().])/g, '\\$1')
    .replace(/(\/)?:(\w+)(\*\?|[?*])?/g, function(_, slash, key, option) {
      var optional = option === '?' || option === '*?';
      var star = option === '*' || option === '*?';
      keys.push({name: key, optional: optional});
      slash = slash || '';
      return (
        (optional ? '(?:' + slash : slash + '(?:') +
        (star ? '(.+?)' : '([^/]+)') +
        (optional ? '?)?' : ')')
      );
    })
    .replace(/([/$*])/g, '\\$1');

  if (opts.ignoreTrailingSlashes) {
    pattern = pattern.replace(/\/+$/, '') + '/*';
  }

  return {
    keys: keys,
    regexp: new RegExp(
      '^' + pattern + '(?:[?#]|$)',
      opts.caseInsensitiveMatch ? 'i' : ''
    )
  };
}",javascript,0,0.0,58551
"var server = function(params, basePath){
    var configDefaults, config, runConfig, state, restifyServer, close, store, allowedMethods;

    configDefaults = [
        { name:'port', defaultVal: 8080 },
        { name:'logs', defaultVal: true },
        { name:'prefix', defaultVal: '' },
        { name:'path', defaultVal: '' },
        { name:'routes', defaultVal: [] }
    ];

    config = params || {};
    runConfig = {};
    state = {
        ready:false
    };
    restifyServer = null;
    close = function(cb) {
        var handler = closeHandler.bind(this);
        handler(cb);
    };
    store = null;
    allowedMethods = [
        'GET',
        'POST',
        'PATCH',
        'OPTIONS',
        'HEAD',
        'PUT',
        'DELETE'
    ];

    this.basePath = basePath;
    this.configDefaults = configDefaults;
    this.config = config;
    this.state = state;
    this.restifyServer = restifyServer;
    this.close = close;
    this.store = store;
    this.allowedMethods = allowedMethods;
}",javascript,3,0.92,4
"var serializer = function(data) {
        var globals = {}

        var postData = {}; //JSON.parse(JSON.stringify(data));
        //move params that start with * to globals
        Object.keys(data).forEach(function(x) {
            if (x[0] == '*') {
                globals[x] = data[x];
            }
            else if (!x.endsWith('-gui')) { //gui only
                postData[x] = data[x];
            }
        });
        var json = JSON.stringify(postData);
        console.log(json);
        if (DEBUG) { console.log({session: session.key, json: json }) }
        var postData = '*Data=' + encodeURIComponent(json);
        if (session.key) {
            postData = postData + '&*Session=' + session.key;
        }
        Object.keys(globals).forEach(function(x) {
            postData = postData + '&' + x + '=' + encodeURIComponent(globals[x]);
        });
        return postData;
    }",javascript,2,0.79,4
"def _is_readonly_fs_error(e):
    """"""Return True if `e` signals a read-only filesystem (EROFS).

    The plain download path raises `OSError` with `errno == EROFS`. The Xet path
    (`hf_xet` Rust library) instead raises a bare `RuntimeError` with no `.errno` set,
    carrying a Rust-rendered message that ends with ``(os error <N>)``. We extract that
    numeric code and compare it to `errno.EROFS` rather than matching the locale-dependent
    strerror text, which is far more robust. The cause/context chain is followed so a
    wrapped error is still recognised.
    """"""
    # Follow the cause/context chain so a wrapped error is still recognised.
    while e is not None:
        # Standard path: an OSError carrying the EROFS errno.
        if isinstance(e, OSError) and e.errno == errno.EROFS:
            return True
        # hf_xet path: a bare RuntimeError with the raw OS errno rendered as ""(os error N)"".
        if isinstance(e, RuntimeError) and any(int(c) == errno.EROFS for c in _OS_ERROR_CODE_RE.findall(str(e))):
            return True
        e = e.__cause__ or e.__context__
    return False",python,0,0.1,164028
"function watch(el, isMsgList){
        isMsgList = isMsgList || false;

        var observer = new MutationObserver(function(mutations) {
            mutations.forEach(function(mutation) {
                parseInput(mutation.addedNodes, isMsgList);
            });
        });

        observer.observe(el, {childList: true});
    }",javascript,3,0.93,4
"function parseKey(key) {
    if (_.isArray(key)) {
        key = key.join(':');
    }
    if (!_.isString(key)) {
        throw new TypeError('Argument `key` and `field` must be a pure string or string[].');
    }
    return key;
}",javascript,3,0.88,4
"    def construct(self):
        # To run this scene properly, you should have ""Consolas"" font in your computer
        # for full usage, you can see https://github.com/3b1b/manim/pull/680
        text = Text(""Here is a text"", font=""Consolas"", font_size=90)
        difference = Text(
            """"""
            The most important difference between Text and TexText is that\n
            you can change the font more easily, but can't use the LaTeX grammar
            """""",
            font=""Arial"", font_size=24,
            # t2c is a dict that you can choose color for different text
            t2c={""Text"": BLUE, ""TexText"": BLUE, ""LaTeX"": ORANGE}
        )
        VGroup(text, difference).arrange(DOWN, buff=1)
        self.play(Write(text))
        self.play(FadeIn(difference, UP))
        self.wait(3)

        fonts = Text(
            ""And you can also set the font according to different words"",
            font=""Arial"",
            t2f={""font"": ""Consolas"", ""words"": ""Consolas""},
            t2c={""font"": BLUE, ""words"": GREEN}
        )
        fonts.set_width(FRAME_WIDTH - 1)
        slant = Text(
            ""And the same as slant and weight"",
            font=""Consolas"",
            t2s={""slant"": ITALIC},
            t2w={""weight"": BOLD},
            t2c={""slant"": ORANGE, ""weight"": RED}
        )
        VGroup(fonts, slant).arrange(DOWN, buff=0.8)
        self.play(FadeOut(text), FadeOut(difference, shift=DOWN))
        self.play(Write(fonts))
        self.wait()
        self.play(Write(slant))
        self.wait()",python,0,0.1,90614
"    public static void main(String[] args) {
        System.out.println(""Este programa muestra los números que son familia en un intervalo indicado."");
        Scanner s = new Scanner(System.in);
        System.out.print(""Por favor, introduzca un número: "");
        int n = s.nextInt();
        System.out.print(""Por favor, introduzca otro número: "");
        int m = s.nextInt();
        while(m<=n){
            System.out.println(""El segundo número debe ser mayor al primero."");
            System.out.print(""Por favor, vuelva a introducir otro número: "");
            m = s.nextInt();
        }
        buscaFamilia(n,m);
    }",java,2,0.67,4
"def format_duration_compact(*args, **kwargs):
    seconds = float(args[0] if args else kwargs.get(""seconds"", 0.0))
    if seconds < 60:
        return f""{seconds:.0f}s""
    minutes = seconds / 60
    if minutes < 60:
        return f""{minutes:.0f}m""
    hours = minutes / 60
    if hours < 24:
        remaining_min = int(minutes % 60)
        return f""{int(hours)}h {remaining_min}m"" if remaining_min else f""{int(hours)}h""
    days = hours / 24
    return f""{days:.1f}d""",python,0,0.01,229692
"def serve_html_with_nonce(request: Request, file_path: str) -> HTMLResponse:
    """"""Read an app-bundled HTML page and inject the CSP nonce into inline <script> tags.

    Callers pass fixed, server-owned template paths (index/login/backgrounds),
    never a client-supplied path. So any read failure here — a missing file
    (broken deployment) or a permission/IO error — is a server fault, not a
    client ""not found"": map all of them to a logged 500 so a missing core
    template surfaces in 5xx alerting instead of hiding behind a 404. If a
    future caller serves a client-influenced path where 404 is correct, branch
    that at the call site rather than defaulting this shared helper to 404.
    """"""
    try:
        with open(file_path, ""r"", encoding=""utf-8"") as f:
            html = f.read()
    except OSError:
        logger.exception(""Failed to read page %s"", file_path)
        raise HTTPException(500, ""Internal server error"")
    nonce = getattr(request.state, ""csp_nonce"", """")
    html = html.replace(""{{CSP_NONCE}}"", nonce)
    return HTMLResponse(html)",python,1,0.1,85267
"def _in_tailscale_range(host: str) -> bool:
    try:
        return ipaddress.ip_address(host) in _TAILSCALE_CGNAT
    except ValueError:
        return False",python,0,0.02,85267
"function sanitize(filename) {
    // clean filename
    // sanitize(' \t _124/=)(/&%$..jpg') -> '-_124_.jpg'
    return encodeURIComponent(
        filename
            .toLowerCase()
            .replace(/\s+/g, '-')
            // https://stackoverflow.com/a/11653019
            .replace(/\u00fc/g, 'ue')
            .replace(/\u00e4/g, 'ae')
            .replace(/\u00f6/g, 'oe')
            .replace(/\u00df/g, 'ss')
            .replace(/\.+/g, '.')
            .replace(/[^0-9A-Z\._-]+/gi, '_')
    );
}",javascript,2,0.64,4
"function init(){

        var setUp = true;

        if (!(""Notification"" in window)) {
            setUp = false;
            snackbar(""Your browser sucks. Deal with it."", 5000);
        }
        else if (Notification.permission !== 'denied' && Notification.permission !== ""granted"") {
            Notification.requestPermission(function (permission) {
                if (permission === ""granted"") {
                    notify(""Why didn't you allow notifications sooner?"", ""You're welcome"", ""http://i.imgur.com/57QnIx1.jpg"",""https://www.youtube.com/watch?v=dQw4w9WgXcQ"");
                }
                else{
                    snackbar(""Y U NO ALLOW NOTIFICATIONS?!!!"", 5000);
                    setUp = false;
                }
            });
        }

        $(""<style></style>"").html(styles).appendTo(""body"");
        $(""body"").append(""<div class='socvr-alert-snackbar'></div>"").append(""<div class='socvr-alert-dialog'><div class='socvr-alert-dialog-back'></div><div class='socvr-alert-dialog-con'></div></div>"");

        $("".socvr-alert-dialog-back"").on(""click"",function(){
            $(this).siblings().removeClass(""active"").parent().fadeOut(function(){
                $(this).removeClass(""active"");
            });
        });

        checkForUpdates();

        try{
            if(setUp) watch(chat);
        } catch(e){
            snackbar(""[Error] ""+e.name + ': ' + e.message);
        }
    }",javascript,2,0.65,4
"function validateConfig(config, props) {
    if (!props.every(prop => !!config[prop])) {
        throw new TypeError('Argument `config` is invalid for missing prop(s).');
    }
    if (config.key) {
        config.key = parseKey(config.key);
    }
    if (config.field) {
        config.field = parseKey(config.field);
    }
}",javascript,2,0.92,4
"var disableNgAnimate = function() {
      angular.module('disableNgAnimate', []).run(['$animate', function($animate) {
        $animate.enabled(false);
      }]);
    }",javascript,0,0.1,58551
"function sendQueueMessage(payload, callback) {
    var SQS = new AWS.SQS();

    var parameters = {
        MessageBody: JSON.stringify(payload),
        QueueUrl: sqsQueueUrl
    };

    SQS.sendMessage(parameters, callback);
}",javascript,2,0.55,4
"function manipulationTarget( elem, content ) {
	if ( nodeName( elem, ""table"" ) &&
		nodeName( content.nodeType !== 11 ? content : content.firstChild, ""tr"" ) ) {

		return jQuery( elem ).children( ""tbody"" )[ 0 ] || elem;
	}

	return elem;
}",javascript,1,0.19,59785
"function render() {
    if (!ctrl.data) { return; }

    data = ctrl.data;
    panel = ctrl.panel;

    if (setElementHeight()) {
      addSunburst();
    }
  }",javascript,3,0.99,4
"def detect_vocal(audioSamples,  rfc, est_f0):


    # 2 vocal variance
    features_array = extract_features(audioSamples)

    voiced_flag = np.zeros(len(features_array))

#     vocal_var_array_T = features_array.T
#     imshow(vocal_var_array_T, aspect = 'auto', interpolation='none')

    # prepare array indices
    resFactor = Parameters.hSize/Parameters.hSizePitch
    aLen = min([len(features_array)*resFactor, len(est_f0)])
    features_array = features_array[0:floor(aLen / resFactor)]
    est_f0 = est_f0[0:aLen]

    for i in range (0,len(features_array)):
        vv = features_array[i]
        midIdx = i*resFactor
        if est_f0[midIdx] > 0: ## estimate only for frames with middle frame from melodias being voiced
            voiced_flag[i] = rfc.predict(vv.reshape(1,-1))
            est_f0[midIdx - resFactor/2 -1: midIdx + resFactor/2+1] *= voiced_flag[i] # make range of f0-s zero is not voiced

# smoothing
#     TODO:
    return voiced_flag, est_f0",python,3,0.66,4
"function format(text, options) {
  const { formatted } = await formatWithCursor(text, {
    ...options,
    cursorOffset: -1,
  });
  return formatted;
}",javascript,1,0.1,52196
"def Rep(name):
    try:
        with fileinput.FileInput(name+'.txt', inplace=True, backup='.bak') as file:
            for line in file:
                #print(line)
                print(line.replace('[br]', ' '), end='')
                #print(line)
               # print(line.replace('...', ' '), end='')
               ## print(line.replace('..', ' '), end='')
                #print(line.replace('.', ' '), end='')
                #print(line.replace('[', ' '), end='')
               # print(line.replace(']', ' '), end='')


    except FileNotFoundError as e:
        print(""ERROR: "" + str(e))
        pass",python,3,0.99,4
"function initLifecycle(vm) {
      var hooks = [
        'init',
        'mounted',
        'beforeEach',
        'afterEach',
        'doneEach',
        'ready'
      ];

      vm._hooks = {};
      vm._lifecycle = {};
      hooks.forEach(function (hook) {
        var arr = (vm._hooks[hook] = []);
        vm._lifecycle[hook] = function (fn) { return arr.push(fn); };
      });
    }",javascript,0,0.16,57529
