code,language,quality_label,severity_score,repo_stars
"def list_availability_zone_names():
    response = ec2client.describe_availability_zones()
    zones = []
    for zone in response['AvailabilityZones']:
        zones.append(zone['ZoneName'])
    return zones",python,2,0.84,4
"def create_vpc(cidr_block, vpc_name):
    response = ec2client.create_vpc(CidrBlock=cidr_block, InstanceTenancy='default')
    vpc_id = response['Vpc']['VpcId']
    ec2client.get_waiter('vpc_available').wait(VpcIds=[vpc_id])
    response = ec2client.create_tags(Resources=[vpc_id], Tags=[{'Key': 'Name', 'Value': vpc_name}])
    response = ec2client.modify_vpc_attribute(VpcId=vpc_id, EnableDnsSupport={'Value': True})
    response = ec2client.modify_vpc_attribute(VpcId=vpc_id, EnableDnsHostnames={'Value': True})
    return vpc_id",python,2,0.6,4
"def create_subnets(vpc_name, vpc_id, cidr_block, availability_zones, subnet_prefix_len):
    num_subnets = len(availability_zones)
    subnets = ipaddress.ip_network(cidr_block).subnets(new_prefix=subnet_prefix_len)
    #
    # Public subnets
    #
    public_subnet_ids = []
    az_index = 0
    for subnet in itertools.islice(subnets, num_subnets):
        zone_name = availability_zones[az_index]
        response = ec2client.create_subnet(VpcId=vpc_id, CidrBlock=str(subnet), AvailabilityZone=zone_name)
        subnet_id = response['Subnet']['SubnetId']
        ec2client.get_waiter('subnet_available').wait(SubnetIds=[subnet_id])
        response = ec2client.create_tags(Resources=[subnet_id], Tags=[{'Key': 'Name', 'Value': ""%s-az%s"" % (vpc_name, zone_name[-1:])}])
        public_subnet_ids.append(subnet_id)
        az_index += 1

    #
    # Private subnets
    #
    private_subnet_ids = []
    az_index = 0
    for subnet in itertools.islice(subnets, num_subnets):
        zone_name = availability_zones[az_index]
        response = ec2client.create_subnet(VpcId=vpc_id, CidrBlock=str(subnet), AvailabilityZone=availability_zones[az_index])
        subnet_id = response['Subnet']['SubnetId']
        private_subnet_ids.append(subnet_id)
        ec2client.get_waiter('subnet_available').wait(SubnetIds=[subnet_id])
        response = ec2client.create_tags(Resources=[subnet_id], Tags=[{'Key': 'Name', 'Value': ""%s-az%s-internal"" % (vpc_name, zone_name[-1:])}])
        az_index += 1

    return public_subnet_ids, private_subnet_ids",python,3,0.86,4
"def create_and_deployapplication(application_war, war_version, region, application_name, application_version, eb_region_s3_bucket):
    s3client.upload_file(application_war, eb_region_s3_bucket, war_version, Callback=ProgressPercentage(war_version))
    print(""\nUpload complete."")


    response = ebclient.create_application_version(
        ApplicationName=application_name,
        VersionLabel=application_version,
        Description=application_version,
        SourceBundle={
            'S3Bucket': eb_region_s3_bucket,
            'S3Key': war_version
        },
        AutoCreateApplication=False,
        Process=False
    )

    response = ebclient.update_environment(EnvironmentName=environment_name, ApplicationName=application_name, VersionLabel=application_version)

    url = response['CNAME']
    environment_id = response['EnvironmentId']

    #
    # Open AWS Console to observe Environment progress
    #
    webbrowser.open_new(""https://%s.console.aws.amazon.com/elasticbeanstalk/home?region=%s#/environment/dashboard?applicationName=%s&environmentId=%s"" % (region, region, application_name, environment_id))

    time.sleep(60)
    webbrowser.open_new(""http://%s"" % (url))",python,3,0.63,4
"    def __call__(self, bytes_amount):
        # To simplify we'll assume this is hooked up
        # to a single filename.
        with self._lock:
            self._seen_so_far += bytes_amount
            sys.stdout.write(
                ""\r%s --> %s bytes transferred"" % (
                    self._filename, self._seen_so_far))
            sys.stdout.flush()",python,2,0.59,4
"def dict_factory(cursor, row):
    d = {}
    for idx, col in enumerate(cursor.description):
        d[col[0]] = row[idx]
    return d",python,2,0.69,4
"def read_star():
    db = sqlite3.connect(get_project_settings()['DATABASE_POSITION'])
    db.row_factory = dict_factory
    cursor = db.cursor()
    cursor.execute('select * from pixiv_item where star is not null ORDER BY -star')
    global star_array, unstar
    star_array = cursor.fetchall()",python,3,0.94,4
"def replace(file_path, pattern, subst):
    # Create temp file
    fh, abs_path = mkstemp()
    with open(abs_path, 'w') as new_file:
        with open(file_path) as old_file:
            for line in old_file:
                new_file.write(line.replace(pattern, subst))
    os.close(fh)
    # Remove original file
    os.remove(file_path)
    # Move new file
    move(abs_path, file_path)",python,3,0.94,4
"    def run(self):
        self.announce(""Running pylint for library source files and tests"",
                      level=distutils.log.INFO)
        subprocess.check_call([""pylint"", ""dxlvtapiclient"", ""tests""] + glob.glob(""*.py""))
        self.announce(""Running pylint for samples"", level=distutils.log.INFO)
        subprocess.check_call([""pylint""] + glob.glob(""sample/*.py"") +
                              glob.glob(""sample/**/*.py"") +
                              [""--rcfile"", "".pylintrc.samples""])",python,3,0.66,4
"def clean_dir(src_dir, directory):
    if os.path.exists(directory):
        print(""Cleaning directory: "" + directory + ""\n"")
        for f in os.listdir(directory):
            target_file = os.path.join(directory, f)
            if not os.path.isdir(target_file) and not f.lower().endswith("".py""):
                os.remove(os.path.join(directory, f))
        for f in os.listdir(src_dir):
            src_file = os.path.join(src_dir, f)
            if not os.path.isdir(src_file) and \
                    not(f.lower().endswith("".py"") or f.lower().endswith("".pyc"")):
                copyfile(src_file, os.path.join(directory, f))",python,3,0.95,4
"def Count(Name):
    test = open(Name+'.txt','r').read()
    x = Counter(test.split())
#print(x)

# f = open('s1FreqTest.txt','w')
# f.close()
# with open(""s1FreqTest.txt"") as f:
#     for k,v in  x.most_common():
#         f.write( ""{} {}\n"".format(k,v) )
# f = open('abc','w').close()
# with open(""abc"") as f:
# for k,v in  x.most_common():
#     print( ""{} {}\n"".format(k,v) )


#print(x['i\'ll'])

    #z = input('Name of csv file? ')
    z = Name
    i = 1
    with open(z+'.csv','w') as ts:
        for k, v in x.most_common():
            ts.write(""{0},{1},{2}\n"".format(k, v, i))
            i += 1",python,2,0.6,4
"def Rep(name):
    try:
        with fileinput.FileInput(name+'.txt', inplace=True, backup='.bak') as file:
            for line in file:
                #print(line)
                print(line.replace('[br]', ' '), end='')
                #print(line)
               # print(line.replace('...', ' '), end='')
               ## print(line.replace('..', ' '), end='')
                #print(line.replace('.', ' '), end='')
                #print(line.replace('[', ' '), end='')
               # print(line.replace(']', ' '), end='')


    except FileNotFoundError as e:
        print(""ERROR: "" + str(e))
        pass",python,3,0.99,4
"def index():
    balance = account.check_balance(api)
    msgs = account.messages_left(api)

    return render_template('send.html', balance=str(balance), messages_left=str(msgs))",python,3,0.54,4
"def send_form():
    msg = request.form['message']
    sender = request.form['number']
    sent = sms.send(api, sender, msg)

    return render_template('sent.html', message=msg, send_list=sent)",python,3,0.58,4
"def send(api, from_name, payload, test=True):
    resp_list = []
    print(""Sent from: "" + from_name)
    if test:
        print(""TEST MODE"")
    for contact in contacts:
        contents = contact.split("","")
        name = contents[0]
        number = contents[1]

        msg = clockwork.SMS(
                from_name=from_name,
                to=number,
                message=""Hi, "" + name + "" "" + payload
                )

        if not test:
            rep = api.send(msg)
        else:
            print(msg.to.strip() + "": "" + msg.message)
        resp_list.append(str(msg.to.strip() + "": "" + msg.message))
    return resp_list",python,3,0.88,4
"def main():
    api = clockwork.API(open(""/var/ass/api.key"", 'r').readline())
    parser = argparse.ArgumentParser()
    parser.add_argument(""message"", help=""the message body to be sent via text"")
    parser.add_argument(""sender"", help=""The name or number the message should be sent from"")

    args = parser.parse_args()

    #Check the balance and check how many more messages we can send to all contacts
    balance = account.check_balance(api)
    print(""$"" + balance)
    msgs = account.messages_left(api)
    print(""msgs remaining before top up "" + str(msgs))

    sms.send(api, args.sender, args.message)",python,3,0.61,4
"def messages_left(api):
    balance = api.get_balance()
    cash = float(balance['balance'])

    # How many contacts are on the list
    msg_needed = 0
    for line in open(""../data/contacts.csv"", 'r').readlines():
        msg_needed = msg_needed + 1

    # Balance / .05 gives amount of messages we can send
    capacity = cash/.05

    # Group messages left is capacity/number of contacts
    msg_left = int(capacity/msg_needed)

    return msg_left",python,2,0.8,4
"def add_apt(*paths):
    """"""Add apt PPAs.

    Parameters
    ----------
    *paths : Iterable[str]
        The PPA paths without the prefixing ``ppa:``.
    """"""
    for path in paths:
        sudo('add-apt-repository -ry ppa:%s' % path)
        sudo('add-apt-repository -y ppa:%s' % path)
    sudo('apt update')",python,2,0.8,4
"def apt_install(*packages):
    """"""Install packages with apt.

    Parameters
    ----------
    *packages : Iterable[str]
        The packages to install.
    """"""
    sudo('apt install -y %s' % ' '.join(packages))",python,3,0.72,4
